feature_1,Design Option,Category,Family,Type,Horizontal Profile Offset,Vertical Profile Offset,Length,Family and Type,Type Id,Phase Created,Phase Demolished,Angle,Profile,Type Name,Family Name,Material,Base Level,Base Offset,Column Style,Level,Moves With Grids,Top Level,Top Offset,Volume,Host Id,Structural Material,Base Connection,Enable Analytical Model,Top Connection,Ht,b,kr,t,Keynote,A,Section Shape,Shape,W,Eccentricity,Area,Elevation at Bottom,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Survey,Width,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,Default End Extension Length,Do Not Break At Inserts,Foundation Thickness,Structural Usage,Elevation from Level,Host,Schedule Level,Offset,Mark,AssetIdentifier,BarCode,Assembly Description,Description,EAN code,Installation instructions,Manufacturer,Model,OmniClass Number,OmniClass Title,Product Guid,Product data url,Technical description,Type Comments,Type Mark,URL,Thickness,Base Constraint,Top Constraint,Unconnected Height,Corner Mullion,Position,Width on side 1,Width on side 2,Wardrobe-Door,Blanket visibility,Base Offset From Level,Cutoff Level,Cutoff Offset,Related to Mass,Room Bounding,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Absorptance,Roughness,Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Height Offset From Level,Perimeter,Span Direction,Structural,Display in Hidden Views,Glazing Type,Sill Height,Head Height,FRAME,Analytic Construction,Wall Closure,Core Frame Length,Core Frame Width,Full Door Handle Height,Full Panel Height,Lower Handle Height,Mid Rail Height,Panel Width,Full Height Door,MidRail,No MidRail,Top Panel Visible,Base Extension Distance,Base is Attached,Location Line,Top Extension Distance,Top is Attached,Wrapping at Ends,Wrapping at Inserts,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
7738377,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973195,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008197,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445184,None,OST_Fascia,Fascia,Fascia,0,-200,127094,Fascia,Fascia,New Construction,None,0.00°,38x200,Fascia,Fascia,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887467,None,OST_StructuralColumns,SHS150x150x9,SHS150x150x9,,,3663,SHS150x150x9,SHS150x150x9,New Construction,None,,,SHS150x150x9,Rectangular and Square Hollow Sections-Column,,00 GROUND,-500,0,00 GROUND,Yes,02 ROOF 1,-2537,0.02 m³,None,85087,None,Yes,None,150,150,18,9,103.2.1,0 m²,0,Square,0.369711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10939986,None,OST_StructuralColumns,SHS150x150x9,SHS150x150x9,,,4037,SHS150x150x9,SHS150x150x9,New Construction,None,,,SHS150x150x9,Rectangular and Square Hollow Sections-Column,,00 GROUND,-500,0,00 GROUND,Yes,02 ROOF 1,-2163,0.02 m³,None,85087,None,Yes,None,150,150,18,9,103.2.1,0 m²,0,Square,0.369711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784145,None,OST_StructuralFoundation,Bearing Footing - 900 x 300,Bearing Footing - 900 x 300,,,1900,Bearing Footing - 900 x 300,Bearing Footing - 900 x 300,New Construction,None,,,Bearing Footing - 900 x 300,Wall Foundation,,,,,,,,,0.51 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37500,37500,37800,37800,900,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782646,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,400,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.06 m³,,523,,Yes,,,,,,101.3,,,,,0,0 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782659,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,4601,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.79 m³,,523,,Yes,,,,,,101.3,,,,,0,3 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782672,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,8493,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,1.29 m³,,523,,Yes,,,,,,101.3,,,,,0,6 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782685,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,1799,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.25 m³,,523,,Yes,,,,,,101.3,,,,,0,1 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782698,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,5348,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.93 m³,,523,,Yes,,,,,,101.3,,,,,0,4 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782714,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3976,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.64 m³,,523,,Yes,,,,,,101.3,,,,,0,3 m²,38770,38770,39000,39000,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782727,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3050,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.53 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782740,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,6198,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.96 m³,,523,,Yes,,,,,,101.3,,,,,0,4 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782753,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,2601,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.42 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782766,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,601,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.10 m³,,523,,Yes,,,,,,101.3,,,,,0,0 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782775,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,2000,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.32 m³,,523,,Yes,,,,,,101.3,,,,,0,1 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782788,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,376,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.02 m³,,523,,Yes,,,,,,101.3,,,,,0,0 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782801,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,1620,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.30 m³,,523,,Yes,,,,,,101.3,,,,,0,1 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782814,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3254,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.44 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782827,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3030,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.49 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782840,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,2450,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.43 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782855,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,11696,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,1.74 m³,,523,,Yes,,,,,,101.3,,,,,0,8 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782874,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,6300,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,1.09 m³,,523,,Yes,,,,,,101.3,,,,,0,5 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782887,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,5600,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.82 m³,,523,,Yes,,,,,,101.3,,,,,0,4 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782902,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,6300,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,1.09 m³,,523,,Yes,,,,,,101.3,,,,,0,5 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782915,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,6000,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.82 m³,,523,,Yes,,,,,,101.3,,,,,0,4 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887666,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,6550,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,1.04 m³,,523,,Yes,,,,,,101.3,,,,,0,5 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900710,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3232,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.52 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10939374,None,OST_StructuralFoundation,Bearing Footing - 700x230,Bearing Footing - 700x230,,,3004,Bearing Footing - 700x230,Bearing Footing - 700x230,New Construction,None,,,Bearing Footing - 700x230,Wall Foundation,,,,,,,,,0.44 m³,,523,,Yes,,,,,,101.3,,,,,0,2 m²,37570,37570,37800,37800,700,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0,No,230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446357,None,OST_PlumbingFixtures,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,New Construction,None,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN,Vitreous china,,,,None,,,,0.01 m³,None,,,,,,,,,403.1,,,Rectangular,,,0 m²,,,,,,,,,,,,,0,<not associated>,None,0,5851,n/a,4.01541E+12,Bath & Toilet Accessories - Residential,Strada 50 cm countertop basin one taphole,https://4015413031370,https://www.idealspec.co.uk/resources.html,Productinfo@thebluebook.co.uk,K077701,23.45.05.14,Plumbing Fixtures - Sanitary Washing Units ,fd8e0656-1b54-4145-9ae7-356761851b7f,https://bimobject.com/idealstandard/product/K0777,https://www.idealspec.co.uk/assets/datasheet/K077701,n/a,WHB,www.idealspec.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453950,None,OST_PlumbingFixtures,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,New Construction,None,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN,Vitreous china,,,,None,,,,0.01 m³,None,,,,,,,,,403.1,,,Rectangular,,,0 m²,,,,,,,,,,,,,0,<not associated>,None,0,3588,n/a,4.01541E+12,Bath & Toilet Accessories - Residential,Strada 50 cm countertop basin one taphole,https://4015413031370,https://www.idealspec.co.uk/resources.html,Productinfo@thebluebook.co.uk,K077701,23.45.05.14,Plumbing Fixtures - Sanitary Washing Units ,fd8e0656-1b54-4145-9ae7-356761851b7f,https://bimobject.com/idealstandard/product/K0777,https://www.idealspec.co.uk/assets/datasheet/K077701,n/a,WHB,www.idealspec.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10453957,None,OST_PlumbingFixtures,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN 540 x 405,New Construction,None,,,CAMPINES BASIN 540 x 405,CAMPINES BASIN,Vitreous china,,,,00 GROUND,,,,0.01 m³,None,,,,,,,,,403.1,,,Rectangular,,,0 m²,,,,,,,,,,,,,0,Level : 00 GROUND,00 GROUND,0,3595,n/a,4.01541E+12,Bath & Toilet Accessories - Residential,Strada 50 cm countertop basin one taphole,https://4015413031370,https://www.idealspec.co.uk/resources.html,Productinfo@thebluebook.co.uk,K077701,23.45.05.14,Plumbing Fixtures - Sanitary Washing Units ,fd8e0656-1b54-4145-9ae7-356761851b7f,https://bimobject.com/idealstandard/product/K0777,https://www.idealspec.co.uk/assets/datasheet/K077701,n/a,WHB,www.idealspec.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446359,None,OST_PlumbingFixtures,Shwr Pan 30 x 36,Shwr Pan 30 x 36,,,900,Shwr Pan 30 x 36,Shwr Pan 30 x 36,New Construction,None,,,Shwr Pan 30 x 36,Shower_Pan_Rectangular_2854,,,,,00 GROUND,,,,0.07 m³,Generic 150mm,,,,,,,,,,,,,,,2 m²,,,,,1800,,,,,,,,,,,,3587,,,,,,,,,,,,,,,SHWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455290,None,OST_PlumbingFixtures,Shwr Pan 30 x 36,Shwr Pan 30 x 36,,,900,Shwr Pan 30 x 36,Shwr Pan 30 x 36,New Construction,None,,,Shwr Pan 30 x 36,Shower_Pan_Rectangular_2854,,,,,00 GROUND,,,,0.03 m³,Generic 150mm,,,,,,,,,,,,,,,1 m²,,,,,894,,,,,,,,,,,,3602,,,,,,,,,,,,,,,SHWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10476223,None,OST_PlumbingFixtures,Shwr Pan 30 x 36,Shwr Pan 30 x 36,,,914,Shwr Pan 30 x 36,Shwr Pan 30 x 36,New Construction,None,,,Shwr Pan 30 x 36,Shower_Pan_Rectangular_2854,,,,,01 FIRST,,,,0.05 m³,Generic 255 mm,,,,,,,,,,,,,,,1 m²,,,,,1300,,,,,,,,,,,,3592,,,,,,,,,,,,,,,SHWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581843,None,OST_PlumbingFixtures,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,New Construction,None,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,,00 GROUND,,,,0.03 m³,None,,,,,,,,,402,,,,,,1 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,3608,,,,,,,,,,,,,,,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582298,None,OST_PlumbingFixtures,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,New Construction,None,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,,00 GROUND,,,,0.03 m³,None,,,,,,,,,402,,,,,,1 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,3609,,,,,,,,,,,,,,,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583395,None,OST_PlumbingFixtures,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,New Construction,None,,,Wall_Hung_WC_2427,Wall_Hung_WC_2427,,,,,01 FIRST,,,,0.03 m³,None,,,,,,,,,402,,,,,,1 m²,,,,,,,,,,,,,-350,Floor : Generic 255 mm,,,3610,,,,,,,,,,,,,,,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10478227,None,OST_PlumbingFixtures,400x550mm,400x550mm,,,,400x550mm,400x550mm,New Construction,None,,,400x550mm,Single_Sink_Vanity_15616,,,,,01 FIRST,,,,0.11 m³,None,,,,,,,,,,,,,,,1 m²,,,,,550,,,,,,,,-350,Floor : Generic 255 mm,,,51,,,,,,,,,23.40.20.00,General Furniture and Specialties,,,,,whb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10482757,None,OST_PlumbingFixtures,400x550mm,400x550mm,,,,400x550mm,400x550mm,New Construction,None,,,400x550mm,Single_Sink_Vanity_15616,,,,,01 FIRST,,,,0.11 m³,None,,,,,,,,,,,,,,,1 m²,,,,,550,,,,,,,,-350,Floor : Generic 255 mm,,,3612,,,,,,,,,23.40.20.00,General Furniture and Specialties,,,,,whb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602738,None,OST_PlumbingFixtures,w/- Tap VT0392B,w/- Tap VT0392B,,,,w/- Tap VT0392B,w/- Tap VT0392B,New Construction,None,,,w/- Tap VT0392B,PlumbingFixture_Sink_Oliveri_DZ153,,,,,00 GROUND,,,,0.00 m³,None,,,,,,,,,,,,,,,2 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,6063,,,Sinks - Kitchen,Double bowl inset sink with double drainer,,,OLIVERI,DZ153-VT0392B,23.45.00.00,"Sanitary, Laundry, and Cleaning Equipment",,,,DZ153-VT0392B,,http://www.oliveri.com.au/downloads/specs/individual/DZ153.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608490,None,OST_PlumbingFixtures,1450629619615-Drainage gully,1450629619615-Drainage gully,,,,1450629619615-Drainage gully,1450629619615-Drainage gully,New Construction,None,,,1450629619615-Drainage gully,1450629619615-Drainage gully,,,,,00 GROUND,,,,0.01 m³,None,,,,,,,,,,,,,,,0 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501804,None,OST_FurnitureSystems,Settee,Settee,,,,Settee,Settee,New Construction,None,,,Settee,Haworth_m sit-Seating,,,,,00 GROUND,,,,0.47 m³,None,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,0,Level : 00 GROUND,,,,,,Furniture & Accessories,Haworth_m sit-Seating,,,Haworth,Haworth_m sit-Seating,23.40.70.14.64.21,Systems Furniture,,,,,,http://haworthcollection.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
